"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"4305","rotula metalurgico","","Nicholson","1","0","2024-07-02 22:57:13","2024-07-02 22:57:15","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4306","integra brasil","","Nicholson","1","0","2024-07-02 22:57:13","2024-07-02 22:57:17","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4307","riovivo ambiental eireli","","Nicholson","1","0","2024-07-02 22:57:13","2024-07-02 22:57:17","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4308","construmaia","","Nicholson","1","0","2024-07-02 22:57:13","2024-07-02 22:57:15","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4309","sirva relocation","","Nicholson","1","0","2024-07-02 22:57:13","2024-07-02 22:57:17","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4310","hydrocom","","Nicholson","1","0","2024-07-02 22:57:15","2024-07-02 22:57:17","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4311","brasil facility","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4312","ecox unidades móveis","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4313","michel","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4314","alfermetal","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4315","armazém c g","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4316","cda","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:19","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4317","leninha","","Nicholson","1","0","2024-07-02 22:57:17","2024-07-02 22:57:20","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4318","eldorado brasil","","Nicholson","1","0","2024-07-02 22:57:17","2025-05-21 14:09:40","Grupo de visibilidade do proprietário do item","","2025-05-21","1","0","1","1","1","0","0","","APARECIDA DO TABOADO, MS","","","","","","","","","","","","","","",""
"4319","transbahia transportes","","Nicholson","1","0","2024-07-02 22:57:19","2024-07-15 18:13:34","Grupo de visibilidade do proprietário do item","","2024-07-15","0","1","1","1","1","0","0","","CANDEIAS, BA","","","","","","","","","","","","","","",""
"4320","guilherme","","Nicholson","1","0","2024-07-02 22:57:19","2024-07-02 23:00:08","Grupo de visibilidade do proprietário do item","","","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4321","cargox","","Nicholson","1","0","2024-07-02 22:57:19","2024-07-02 22:57:21","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4322","eletro ferragens uniao ltda","","Nicholson","1","0","2024-07-02 22:57:21","2024-07-02 22:57:23","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","CONTAGEM, MG","","","","","","","","","","","","","","",""
"4323","americana sp","","Nicholson","1","0","2024-07-02 22:57:21","2024-07-02 22:57:23","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4324","votorantim cimentos s.a.","","Nicholson","0","0","2024-07-02 22:57:21","2024-07-02 22:58:39","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","POUSO ALEGRE, MG","","","","","","","","","","","","","","",""
"4325","ums desenvolvimento mineral ltda.","","Nicholson","1","0","2024-07-02 22:57:21","2024-07-02 22:57:24","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4326","nacional gas","","Nicholson","1","0","2024-07-02 22:57:21","2024-07-02 22:57:25","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","FORTALEZA, CE","","","","","","","","","","","","","","",""
"4327","plangecon servicos industriais","","Nicholson","1","0","2024-07-02 22:57:23","2024-07-02 22:57:25","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","PARAUAPEBAS, PA","","","","","","","","","","","","","","",""
"4328","CIABRASIL ENGENHARIA E SISTEMAS CERAMICOS LTDA","","Nicholson","1","0","2024-07-02 22:57:23","2024-07-02 22:57:28","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4329","MONTO INDUSTRIAL LTDA","","Nicholson","1","0","2024-07-02 22:57:25","2024-07-02 22:57:27","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4330","Vix Log�stica S/A","","Nicholson","1","0","2024-07-02 22:57:25","2024-07-02 22:57:27","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4331","viaencosta","","Nicholson","1","0","2024-07-02 22:57:25","2024-07-02 22:57:28","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","RECIFE, PE","","","","","","","","","","","","","","",""
"4332","Nutriforte - Nutricao Animal LTDA","","Nicholson","1","0","2024-07-02 22:57:25","2024-07-02 22:57:28","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4333","EIXO SP CONCESSIONARIA DE RODOVIAS S.A","","Nicholson","1","0","2024-07-02 22:57:25","2024-07-02 22:57:40","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4334","livia","","Nicholson","0","0","2024-07-02 22:57:27","2024-07-02 22:58:29","Grupo de visibilidade do proprietário do item","","","3","0","3","0","0","0","0","","","","","","","","","","","","","","","","",""
"4335","Votorantim Cimentos S A - S�o Gon�alo","","Nicholson","1","0","2024-07-02 22:57:27","2024-07-02 22:57:29","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4336","arcerlormittal @","","Nicholson","1","0","2024-07-02 22:57:28","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4337","mwk comercio e serviços ltda","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4338","14º bpm/m, de osasco/sp","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4339","Votorantim Cimentos S.A. - Caxias do Sul","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4340","rio deserto mineração","","Nicholson","1","0","2024-07-02 22:57:29","2024-08-26 12:01:51","Grupo de visibilidade do proprietário do item","2024-08-15","","0","2","2","2","0","2","0","","","","","","","","","","","","","","","","",""
"4341","boa praca","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","CABO DE SANTO AGOSTINHO, PE","","","","","","","","","","","","","","",""
"4342","tendecia","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","CAMPO GRANDE, MS","","","","","","","","","","","","","","",""
"4343","mpe engenharia e servicos s/a","","Nicholson","1","0","2024-07-02 22:57:29","2024-07-02 22:57:32","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4344","pavibra engenharia @","","Nicholson","1","0","2024-07-02 22:57:31","2024-07-02 22:57:34","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4345","excelencia locadora","","Nicholson","1","0","2024-07-02 22:57:32","2024-07-02 22:57:36","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SAO MATEUS, ES","","","","","","","","","","","","","","",""
"4346","alfenas ambientall","","Nicholson","1","0","2024-07-02 22:57:32","2024-07-02 22:57:36","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4347","Votorantim Cimentos S.a. - Ourinhos","","Nicholson","1","0","2024-07-02 22:57:33","2024-07-02 22:57:36","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4348","lotus tower @","","Nicholson","1","0","2024-07-02 22:57:33","2024-07-02 22:57:36","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4349","transportes souza araújo ltda","","Nicholson","1","0","2024-07-02 22:57:33","2024-07-02 22:57:36","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4350","Supremo Cimento","","Nicholson","2","1","2024-07-02 22:57:35","2025-07-02 12:01:05","Grupo de visibilidade do proprietário do item","2025-07-02","2025-07-03","1","1","2","16","15","1","0","","","","","","","","","","","","","","","","",""
"4351","elo","","Nicholson","1","0","2024-07-02 22:57:36","2024-07-02 22:57:40","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4352","viação paraty","","Nicholson","1","0","2024-07-02 22:57:36","2024-07-02 22:57:40","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4353","TERLOC - TERMINAL LOGISTICO CESARI LTDA","","Nicholson","1","0","2024-07-02 22:57:36","2024-07-02 22:57:40","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4354","pepsico do brasil industria e comercio de alimentos ltda.","","Nicholson","2","0","2024-07-02 22:57:37","2024-07-02 22:58:56","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","SOROCABA","","","","","","","","","","","","","","",""
"4355","cmaa","","Nicholson","2","0","2024-07-02 22:57:40","2024-09-06 12:05:33","Grupo de visibilidade do proprietário do item","","2024-09-16","1","1","2","2","2","0","0","","","","","","","","","","","","","","","","",""
"4356","dream assessoria e eventos","","Nicholson","1","0","2024-07-02 22:57:40","2024-07-02 22:57:42","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4357","etm engenharia","","Nicholson","1","0","2024-07-02 22:57:40","2024-07-02 22:57:44","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4358","imetame","","Nicholson","1","0","2024-07-02 22:57:42","2024-07-02 22:57:44","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4359","make construtora","","Nicholson","1","0","2024-07-02 22:57:42","2024-07-02 22:57:44","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4360","solistica - agv logistica s.a","","Nicholson","1","0","2024-07-02 22:57:42","2024-07-02 22:57:44","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","ARUJA, SP","","","","","","","","","","","","","","",""
"4361","tabocas","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-02 22:57:46","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4362","ouro e prata","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-02 22:57:46","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4363","fazenda joatão do colorado","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-02 22:59:08","Grupo de visibilidade do proprietário do item","","","3","0","3","0","0","0","0","","","","","","","","","","","","","","","","",""
"4364","duraes","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-02 22:57:48","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","MONTE MOR, SP","","","","","","","","","","","","","","",""
"4365","Votorantim Cimentos S.a. - Uberl�ndia","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-02 22:57:48","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4366","ciplan","","Nicholson","1","0","2024-07-02 22:57:44","2024-07-12 06:25:38","Grupo de visibilidade do proprietário do item","","2024-07-12","2","0","2","2","2","0","0","","","","","","","","","","","","","","","","",""
"4367","fertilizantes tocantins s.a - catalão","","Nicholson","1","0","2024-07-02 22:57:46","2024-07-02 22:57:48","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4368","monfae tech metalurgica","","Nicholson","1","0","2024-07-02 22:57:46","2024-07-02 22:57:48","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","RECIFE, PE","","","","","","","","","","","","","","",""
